SMILES,Observed(min),Prediction of training-set(min)
CC(C)CCn1nc(CC2CCCC2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,7.301999999917161,7.2077494
C=CC(=O)Nc1cccc(-n2c(=O)n(C(C)C)c(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,85.37999999080327,85.25503
CC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(C(N)=O)ccc3N2)c1=O,3.7001999999213173,3.6505277
C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H](O)CC[C@@]43C)C1=CC=C2n1ccnn1,1.000200000219478,1.0037282
Cc1[nH]nc2c1C(c1cc(F)cc(-c3cccc(CC(=O)O)c3)c1)(C(C)C)C(C#N)=C(N)O2,159.0000000002972,160.2313
CC(C)OC(=O)C1=CN(C(=O)c2cccc(OCCCN3CCCCC3)c2)CC(C)(C)c2c1[nH]c1ccccc21,4.99979999794019,4.999191
Cc1ccncc1C1=CC=C2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,1.000200000219478,1.0084116
CCN(CC)CCNC(=O)c1cccn2c(=O)c3cc4ccccc4cc3nc12,21.000000010472228,21.072823
C[C@H](Cc1cccc(CC(=O)NCc2cccc3ccccc23)c1)NC[C@H](O)c1ccc(O)c(CO)c1,1.9997999993250448,2.011291
CC(C)OC(=O)C1=CN(C(=O)c2cccc(CN3CCOCC3)c2)CC(C)(C)c2c1[nH]c1ccccc21,4.99979999794019,5.0281754
N#Cc1ccccc1Cn1c(N2CCCC(N)C2)nc2c(Cl)cccc2c1=O,79.9799999842782,80.23515
CCOc1cc(NC(=O)C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Cl)cn5)n(C)c4c3)CCC2)ccc1/C=C/C(=O)OCCN(C)C,89.99999999026521,91.33113
C[C@]12CC[C@H]3[C@@H](CC4CC45C[C@@H](O)CC[C@]35C)[C@@H]1CC=C2c1cccnc1,1.000200000219478,1.0027709
CC1=C2C[C@H]3[C@@H](CC[C@@H]4CNC(=O)CC[C@@]43C)[C@@H]2CC[C@@]2(C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,64.9799999987749,65.68296
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,21.000000010472228,20.967276
CC(C)CCn1nc(N(C)C(C)C)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,4.000200001408744,3.9833245
COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)CC2c2ccc(C(F)(F)F)cc2)cc1,29.99999998679836,30.34754
C[C@@](Cc1ccccc1)(NC(=O)[C@@H](N)Cc1ccccc1)C(N)=O,40.002000014325624,40.244644
NS(=O)(=O)c1cc(-c2nnc(/C=C/c3cccc(Cl)c3)o2)c(Cl)cc1SCc1ccccc1,21.10199998949543,21.23672
O=S(=O)(Nc1cc(CO)ccc1Cl)c1ccc(-c2ccc(Br)cc2)cc1,45.00000002033014,44.607773
COc1ccc(O)c(CNCCCNc2ccnc3cc(Cl)ccc23)c1,147.60000000822552,147.34328
CCN(CC)S(=O)(=O)c1ccc(C(CC2CCCC2)C(=O)Nc2nc3ccc(OC)nc3s2)cc1,5.800199997132514,5.805208
N#Cc1c(-c2ccc(C(F)(F)F)cc2)cc(NCCN2CCCC2)n2c1nc1ccccc12,19.602000007352956,19.775795
CC(C)CN1C(=O)CN(Cc2ccc(-c3ccc(F)c(CN4CCCC(F)C4)n3)cc2)C1=O,5.999999999964276,6.107106
CN1CCc2nc(C(=O)NC3CN(C(=O)N(C)C)CCC3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1,6.7319999992833175,6.7387977
CC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(CS(C)(=O)=O)ccc3N2)c1=O,28.002000000738335,27.578623
CCOc1cc(NC(=O)C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Cl)cn5)n(C)c4c3)CCC2)ccc1/C=C/C(=O)NCCO,97.98000000114362,98.12488
CS(=O)(=O)N1CCC(n2cnc3cnc4[nH]ccc4c32)CC1,131.99999995191635,134.3473
CC1C[C@H]2[C@@H]3CCC(c4cccnc4)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,1.000200000219478,0.9994284
Cc1cc(C)cc(COc2ccc(N(CCN)C(=O)c3cccnc3Cl)cc2)c1,39.00000000360572,39.14901
Cc1cc(=O)oc2c3c(ccc12)NC(C)(C)[C@H](OC(=O)C12CCC(C)(C(=O)O1)C2(C)C)[C@@H]3OC(=O)C12CCC(C)(C(=O)O1)C2(C)C,9.599999997583778,9.561757
CCC1=C(C(=O)CCC2CCCCC2)[C@H](c2ccc(O)c(Cl)c2)NC(=O)N1,22.001999997906655,21.988321
CN1CCN(C(=O)c2ccc(-c3cnc(N)c(-c4ccc(C(F)(F)F)cc4)c3)cc2)CC1,55.9980000229836,56.14807
CCC1=C(C(=O)OCC2CCCCC2)[C@H](c2cccc(O)c2)NC(=O)N1,10.998000001500982,11.078798
O=C(NCCc1nc(-c2cccc(F)c2)cs1)c1cccc([N+](=O)[O-])c1,27.000000005879834,27.083124
COc1ccc(-c2cc(-c3ccc(C(=O)N(C)C)cc3)cnc2N)cn1,155.99999999571992,157.41977
COc1cc(N2CCN(C3CCN(c4ccc(F)c5c(C)cc(C)nc45)CC3)CC2)c2ncccc2c1,2.9999999986619734,2.9852753
CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1cccc2c1OCO2,8.50200000242734,8.683492
COC(C)(C)CC1n2cncc2CN([C@@H](C)c2ccc(Cl)cc2)S1(=O)=O,12.000000005209206,12.165144
C=CC(=O)NCc1coc(-c2c(N)ncnc2Nc2ccc(OCc3ccccn3)c(Cl)c2)n1,25.00199998884234,24.920948
C[C@@H]1COCCN1c1nc(-c2ccc(NC(=O)Nc3ccc(OCCN(C)C)cc3)cc2)nc(N2C3CCC2COC3)n1,12.000000005209206,11.962069
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(Br)cc1F,12.000000005209206,12.157011
Cc1ccc(CO)cc1NS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1,8.999999998972932,9.074682
CC1(C)C(=O)N(c2ccc([N+](=O)[O-])cc2C(F)(F)F)C(=S)N1c1cc(C(F)(F)F)cc(C(F)(F)F)c1,71.52000002552134,71.75584
CCOc1nc(NC(=O)C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5cnccn5)n(C)c4c3)CCCC2)cnc1/C=C/C(=O)O,79.9799999842782,80.00263
Nc1ncc(-c2nc(N3CCOCC3)nc3c2CCN3c2cccnc2)cn1,70.98000000026619,71.0003
CNc1nc(N2CCCc3cc(OC)ccc32)c2ccccc2n1,25.9680000116821,25.981842
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@H]3[C@H]([C@H]4CC[C@@H]3C4)N(CC3CCCCC3)C1=O)N2,15.000000001798359,14.782183
N#Cc1cccc(C(=O)NCCc2nc(-c3cccc(F)c3)cs2)c1,34.00199999342277,33.87749
O=C1CN(Cc2ccc(-c3cccc(CN4CCCCC4)n3)cc2)C(=O)N1CC(F)F,94.98000000960485,95.460686
COc1cc(N2CCN(C3CCN(c4cccc5cc(C(F)(F)F)cnc45)CC3)CC2)c2ncccc2c1,10.00200000225434,9.84464
CC(C)(C)c1cc(NC(=O)N2CCCN(C(=O)CN3CCOCC3)CC2)no1,34.99800000778863,35.16814
OCC1(NCCCC2CCc3ccc(OCc4noc(-c5ccc(Cl)cc5)n4)cc32)CCCC1,12.000000005209206,12.074756
COc1cc(CO)ccc1-c1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,155.99999999571992,158.03403
CC(C)CCC(=O)N1CCCN(C(=O)Nc2ccc(C(C)(C)C)cc2)CC1,2.9999999986619734,2.9877396
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1cccc(Oc2ccccc2)c1,4.99979999794019,5.0674396
CN(C)S(C)(=O)=Nc1ccc(C(F)(F)F)cc1,41.99999999742676,42.10069
CCOc1ccccc1C1C(C#N)=C(N)Oc2cc(N(C)C)ccc21,9.702000003871834,9.78072
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2cccc(F)c2)cc1F,16.998000002476036,17.328945
Cc1ccnc(NC(c2ccc([N+](=O)[O-])cc2)c2ccc3ccc(C)nc3c2O)c1,115.97999997376604,115.82489
CCN1C(=O)CN(Cc2ccc(-c3cccc(CN4CCCCC4)n3)cc2)C1=O,120.00000005280656,120.42289
CCCCCOC(=O)C[C@H](NP(=O)(CO[C@@H](CF)Cn1cnc2c(=O)[nH]c(N)nc21)Oc1ccccc1)C(=O)OCCCCC,1.9997999993250448,2.0031705
COc1ccc(S(=O)(=O)N2CCOc3ccccc32)cc1,1.9997999993250448,1.9916567
C[C@H]1CN(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H](N)[C@@H]1O,22.997999990700244,22.945103
NS(=O)(=O)c1cc(-c2nnc(CN3CCN(Cc4ccccc4)CC3)o2)c(Cl)cc1SCc1ccccc1,4.800000001479627,4.816017
CNc1nc(NCCCN(C)C)c2sc(-c3ccc(C(F)(F)F)nc3)cc2n1,178.9800000836532,181.39809
CC(C)CC1n2cncc2CN(Cc2ccc(C(F)(F)F)cc2)S1(=O)=O,13.002000005718587,12.910179
CC(C)CC1n2cncc2CN(Cc2ccccc2)S1(=O)=O,2.9999999986619734,3.0458283
O=C1CN(Cc2ccc(-c3cccc(CN4CCCCC4)n3)cc2)C(=O)N1C1CC1,120.00000005280656,120.45015
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCNCC2)cc1F,15.000000001798359,14.975407
COc1cncc(C2=CC=C3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@H]4CC[C@]23C)c1,1.000200000219478,1.002557
O=S(=O)(Nc1cc(CO)ccc1O)c1ccc(-c2ccc(F)cc2F)cc1,37.99800001746967,37.833042
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3C4CCC(CC4)[C@@H]3N(Cc3cccs3)C1=O)N2,51.00000002538652,50.54989
CCc1cc(CC)nc(OCCCn2c3c(c4cc(-c5nc(C)no5)ccc42)C(=O)CCC3)n1,7.997999998380197,8.066017
CCc1nn(CCO)c(CC)c1Oc1cc(Cl)cc(Cl)c1,88.97999998613736,89.39092
CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCN3CCN(C)CC3)cc2)CC(C)(C)c2c1[nH]c1ccccc21,21.000000010472228,21.085665
C[C@@H]1C[C@H](N)CN(c2ccncc2NC(=O)c2ccc(F)c(-c3ccccc3F)n2)C1,13.002000005718587,13.067117
COc1ccc(Cl)cc1C(=O)N1CCN(c2cccc(Cl)c2)CC1,5.999999999964276,5.960637
CN1CCc2nc(C(=O)NC3CCCCC3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1,7.698000002775485,7.6783643
CS(=O)(=O)CCO/N=C/c1cc(C(=O)NOCCO)c(Nc2ccc(I)cc2F)c(F)c1F,89.99999999026521,91.29872
COc1cncc(C2=CC[C@H]3[C@@H]4CC[C@H]5CCOCC[C@]5(C)[C@H]4CC[C@]23C)c1,1.000200000219478,1.003398
O=C1Nc2ccccc2/C1=C/c1ccc2cn[nH]c2c1,53.99999998152262,54.450752
C[C@]12CC[C@H]3[C@@H](C4CC4C4=CC(=O)CC[C@@]43C)[C@@H]1CC=C2c1cncc(F)c1,1.000200000219478,1.0077436
COc1cc(CSc2nc3ccc(OC)cc3[nH]2)cc(OC)c1,12.797999993662842,13.054131
NCc1nnc(-c2cc(S(N)(=O)=O)c(SCc3ccccc3)cc2Cl)o1,15.798000007581042,15.940686
N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)ncc(-c2ccccc2)c1=O,70.01999997868458,70.44942
O=C1CCc2cc(-c3cccnc3)cc3c2N1CC3,8.999999998972932,8.984433
CCOc1cc(NC(=O)C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Cl)cn5)n(C)c4c3)CCC2)ccc1/C=C/C(=O)OCCN1CCCC1,85.02000002477965,85.44316
NS(=O)(=O)c1cc(-c2nnc(/C=C/c3ccc(Cl)cc3)o2)c(Cl)cc1SCc1ccccc1,12.40200000365133,12.474369
COc1ccc2nc3cc(Cl)ccc3c(N/C(=N/CCCN(C)C)c3ccccc3)c2n1,18.00000000586685,18.186108
O=C(CCc1cc(Cl)ccc1-n1cnnn1)N[C@@H](Cc1ccccc1)c1nc(-c2ccc3[nH]c(=O)cc(O)c3c2)c(Cl)[nH]1,6.600000001252157,6.5719166
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC=C2c1cnccn1,1.000200000219478,0.9982814
CC(=O)N[C@H]1CC[C@@]2(C)C(CC[C@H]3[C@@H]4CC=C(c5cccnc5)[C@@]4(C)CC[C@@H]32)C1,1.000200000219478,1.0031148
CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCCN3CCN(C)CC3)cc2)CC(C)(C)c2c1[nH]c1ccccc21,18.00000000586685,17.912386
CC(C)(C)NC(=O)Nc1nc(Cl)c(COCc2ccccc2)n(CC(=O)Nc2ccccc2C(=O)NS(=O)(=O)c2ccc(C(F)(F)F)cc2)c1=O,80.99999996352261,81.36645
CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCN3CCOCC3)cc2)CC(C)(C)c2c1[nH]c1cc(F)ccc21,25.00199998884234,24.77457
CC1C[C@H]2[C@@H]3CCC(c4cccnc4)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCNC(=O)C=C12,1.000200000219478,1.002193
COc1ccc(-c2nc([C@@H](C)Sc3nc(N)cc(N)n3)c(C)s2)cc1OCCNS(C)(=O)=O,101.99999999365862,102.7595
CC(C)CCn1nc(N(C)C(C)(C)C)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,4.000200001408744,3.9691272
N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc(-c2ccccc2)cc1=O,118.98000005500934,118.5267
NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(N4CCOCC4)cc3)c2)c1,55.00200000079242,55.021603
O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2ccc(OCc3ccc(F)cc3)c(C(F)(F)F)c2)cc1F,28.9980000038016,29.004784
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)C1=CC=C2c1cccnc1,1.000200000219478,1.0023822
CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2C[C@@H]3C[C@H]2CN3C(=O)c2ccccc2)(C(C)C)C1,94.1999999660676,93.76595
NS(=O)(=O)c1cc(-c2nnc(CN3CCN(c4ccc(Cl)cc4)CC3)o2)c(Cl)cc1SCc1ccccc1,27.300000000851398,27.48074
Cc1cc(F)ccc1C1CCN(CC2Cc3ccccc3CN2)CC1,6.899999997370321,7.03316
CC(=O)N[C@@H]1CC[C@@]2(C)C(=CC[C@H]3C4=CC=C(c5cccnc5)[C@@]4(C)CC[C@@H]32)C1,1.000200000219478,1.0059581
CN1CCc2nc(C(=O)NC3CN(C(=O)OC(C)(C)C)CCC3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1,4.439999999014174,4.4569025
Nc1ncc(-c2ccc(C(=O)N3CCOCC3)cc2)cc1-c1ccc(C(F)(F)F)cc1,185.99999990865533,185.60616
CC1(C)[C@H](NC(=O)/C(=N\OCc2cc(=O)c(O)cn2O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,284.9999999867333,287.5522
C[C@]1(O)CC[C@@]2(C)C(CC[C@H]3C4=CC=C(c5cccnc5)[C@@]4(C)CC[C@@H]32)C1,1.000200000219478,1.0063303
COc1cc(N2CCN(C3CCN(c4cccc5c(OC)cc(C(F)(F)F)nc45)CC3)CC2)c2ncccc2c1,13.002000005718587,13.079579
CN1CCN(c2ccc(Nc3cc(-c4cccs4)n[nH]3)cc2)CC1,59.802000000521865,59.417435
Cc1c(CO)cccc1NS(=O)(=O)c1ccc(-c2ccc(F)cc2)cc1,13.997999999366629,14.038854
[2H]C([2H])([2H])Oc1cc(OCc2nc(N3CCOCC3)sc2C)c2cc(-c3cn4nc(OC)sc4n3)oc2c1,11.597999997307546,11.621275
CC1=C2C[C@H]3[C@@H](CC[C@@H]4Cc5nocc5C[C@]34C)[C@@H]2CC[C@@]2(C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,7.997999998380197,8.064163
Cc1ccc(-c2c(C)noc2C)cc1S(=O)(=O)NC1CCCC1,7.0019999978267675,7.076422
COc1cccc(N(CCO)C(=O)Nc2ccc(-c3ncnc4[nH]cc(C)c34)cc2)c1,37.99800001746967,38.447517
Cc1nc2c(N)ncnc2n1[C@@H]1O[C@H](CN(C)C/C=C\CNC(=O)OCc2ccccc2)[C@@H](O)[C@H]1O,23.99999999697972,24.053305
Fc1ccccc1-c1nc(COc2ccc3c(c2)C(N2CCN(C4CCCC4)CC2)CC3)no1,12.000000005209206,11.898845
O=C(Nc1ccc2oc(-c3ccccc3)nc2c1)c1ccccc1,60.0,60.484055
Cc1noc(C)c1NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)C1CCCCC1,4.000200001408744,4.0146055
Cc1noc(-c2ccc3c(c2)c2c(n3CCCOc3ccc(F)c(F)c3)CCCC2)n1,22.001999997906655,22.213177
CC(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3cccs3)nn(CCC(C)C)c1=O)N2,3.299999999173898,3.2745714
O=S(=O)(Nc1cccc(CO)c1)c1ccc(-c2ccc(F)cc2)cc1Cl,25.998000006142632,26.287292
Cc1ccc(C)c(N2CCN(Cc3nnc(-c4cc(S(N)(=O)=O)c(SCc5ccccc5)cc4Cl)o3)CC2)c1,12.497999996440702,12.567276
O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCN(c3ccc(Cl)cc3)CC2)cc1F,7.0019999978267675,7.034082
O=S(=O)(NC1CCN(CCCO)CC1)c1cc(S(=O)(=O)c2ccccc2)ccc1C(F)(F)F,2.9999999986619734,3.0305374
CCOc1ncc(-c2ccc(S(C)(=O)=O)cc2)cc1-c1ccc(OC)nc1,121.68000003298297,123.24756
O=C(NCCc1nc(-c2cccc(F)c2)cs1)c1cccc(F)c1,23.99999999697972,23.960798
CC1=C2C[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@]43C)[C@@H]2CC[C@@]2(C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,74.99999997643427,76.05107
Clc1ccc2c(N(CCCN3CCCCC3)/C(=N/CCCN3CCCCC3)c3ccccc3)ccnc2c1,31.00199999035832,31.137932
[2H]C([2H])([2H])Oc1nn2cc(-c3cc4c(OCc5nc(N6CCOCC6)sc5C)cc(OC)cc4o3)nc2s1,11.801999995127234,11.784449
CNc1nc(NCCCN(C)C)c2sc(-c3cccc(C(F)(F)F)c3)cc2n1,31.09799999335984,31.644691
COc1ccc(-c2cn(Cc3nnc(-c4cc(S(N)(=O)=O)c(SCc5ccccc5)cc4Cl)o3)nn2)cc1,12.899999998122718,12.981258
CCSc1nc2cc(OC)ccc2[nH]1,13.997999999366629,13.969817
CC(C)C(=O)Nc1ccc2oc(-c3ccc(Cl)cc3)nc2c1,286.0199999363066,287.08237
COc1cncc(C2=CC[C@H]3[C@@H]4CCC5=CC(=O)N(C)CC[C@]5(C)[C@H]4CC[C@]23C)c1,1.000200000219478,1.0001507
CC(C)(O)c1cn(Cc2nnc(-c3cc(S(N)(=O)=O)c(SCc4ccccc4)cc3Cl)o2)nn1,13.800000000813396,13.888262
CC(C)N/C(=N\c1nccn1C(C)(C)C)Nc1ccc(Cl)c(Cl)c1,48.00000001508207,48.37883
Cc1c(CO)cccc1NS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1,34.00199999342277,33.887146
Cc1cc(-c2ccc(C(=O)c3cccc(O)c3)s2)ccc1O,100.02000002313893,99.90124
CCc1cncc(C2=CC[C@H]3[C@@H]4CCC5=CC(=O)NCC[C@]5(C)[C@H]4CC[C@]23C)c1,10.00200000225434,10.035667
C=CCSCC1=CC(C)(C)Nc2ccc(-c3cc(F)ccc3OC)cc21,12.000000005209206,12.1256695
Cc1c(C(=O)OC(C)C)[nH]c2c1C(=O)CC(c1cccs1)C2,9.90000000080741,9.891737
NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)Cc1ccccc1,12.000000005209206,12.086714
COc1ccc(-c2cc(-c3ccc(-c4nnc(C)o4)cc3)cnc2N)cn1,22.997999990700244,23.418554
CC(C)(C)c1cc(NC(=O)[C@@H]2CCCCN2Cc2ccccc2)no1,10.00200000225434,9.926259
CC1(n2cnc3cnc4[nH]ccc4c32)CCN(CCC#N)CC1,138.00000000895565,140.11916
CC(C)CN1CCCC[C@H]1C(=O)Nc1cc(C(C)(C)C)on1,5.999999999964276,6.0207496
CCC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(OCC(N)=O)ccc3N2)c1=O,25.00199998884234,24.658194
Cc1ccc(NC(=O)c2ccoc2)cc1-c1nc2ncccc2o1,10.00200000225434,10.025728
CN(C[C@@H]1CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)c1ccc(C#N)cn1,34.99800000778863,34.923378
NC(=O)COc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3ccsc3)nn(CCC3CC3)c1=O)N2,16.00199999670628,15.836216
Cc1cc(/C=C/C#N)cc(C)c1Oc1cc(Nc2ccc(C#N)cc2)c(N)cc1CO,30.100000014064847,30.308447
O=C(CCCF)N1N=C(c2c(-c3ccc(Cl)cc3)c3ccccc3[nH]c2=O)CC1c1ccc(Cl)cc1,34.99800000778863,35.44628
NS(=O)(=O)c1cc(-c2nnc(CN3CCN(c4ccc(F)cc4)CC3)o2)c(Cl)cc1SCc1ccccc1,31.60200001557326,31.733877
CC(=O)N[C@@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC=C(c5cncc(F)c5)[C@@]4(C)CC[C@@H]32)C1,1.000200000219478,1.0043693
N#Cc1ccc(-c2ccc(C3(C(F)(F)F)CC3)cc2)nc1,150.00000001887673,150.08766
CCCCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCNCC,51.00000002538652,51.586452
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2ccccc2)c(F)c1,16.00199999670628,16.122707
CN(C)CCCN/C(=N\c1ccnc2cc(Cl)ccc12)c1ccc(Cl)cc1,48.00000001508207,48.509846
CC(C)CC[C@]1(C)CN(C2CCC2)C(=O)C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)=C1O,2.2001999997775648,2.2151093
CC(C)(C)CCN1C(=O)C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)=C(O)[C@@H]2[C@H]3CC[C@H](C3)[C@@H]21,4.000200001408744,3.9388008
O=C(Nc1ccc(OCCN2CCCC2)cc1)Nc1ccc(-c2nc(N3C4CCC3COC4)nc(N3C4CCC3COC4)n2)cc1,4.000200001408744,3.980926
O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCN(c3ccccc3Cl)CC2)cc1F,4.99979999794019,5.0078464
CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)cc3)n2)cc1,154.97999998237825,156.99284
CC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(C4CCCC4=O)ccc3N2)c1=O,43.99799999482509,42.961205
C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,214.01999991936702,216.08467
COc1ccnc(Oc2ccc3c(c2)c(=O)ncn3Cc2c(F)cc(F)cc2F)c1C(F)(F)F,84.00000003181812,84.58544
Cc1cccc2c3c(ccc12)C1=C(C(=O)C3=O)C(O)C(C)(C)O1,57.10199999450903,57.33466
CNc1nc(NCCCN(C)C)c2sc(-c3ccc(OC)nc3)cc2n1,181.0199999679732,186.03804
CC(C)(C)c1cc(NC(=O)[C@@H]2C[C@@H](O)CN2c2ccc(Cl)cc2)on1,34.99800000778863,35.5214
O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)C1CCCCC1,6.497999999838799,6.588831
Cc1[nH]nc2c1C(c1cc(F)cc(-c3cccc(C(=O)O)c3)c1)(C(C)C)C(C#N)=C(N)O2,157.02000007097166,157.7008
CC(C)(C)C(=O)NC(C(=O)NO)c1ccc(-c2cc(F)c(F)c(F)c2)cc1,220.9799998977021,219.02646
COc1cc(N2CCN(C3CCN(c4c(F)ccc5cccnc45)CC3)CC2)c2ncccc2c1,2.9999999986619734,2.977756
C[C@]12CC[C@H]3[C@@H](CCC4CC(O)C[C@@]43C)[C@@H]1CC=C2c1cccnc1,1.000200000219478,1.0048976
O=c1ncn(Cc2ccc(Br)cc2F)c2ccc(Oc3ncccc3C(F)(F)F)cc12,93.00000000640256,93.24838
Cc1cncc(C2=CC[C@H]3[C@@H]4CC[C@H]5COCCC[C@]5(C)[C@H]4CC[C@]23C)c1,1.000200000219478,1.0043399
CC1(n2cnc3cnc4[nH]ccc4c32)CCN(CC(F)(F)F)CC1,95.99999997640938,96.541275
C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C1,106.01999996421196,105.79098
Nc1ncccc1-c1nc2cccnc2n1-c1ccc(CC(=O)Nc2ccccc2)cc1,47.597999984491615,48.317955
C[C@@H](Nc1ncnc2sc(-c3cccc(C(=O)NCCN(C)C)c3)cc12)c1ccccc1,94.98000000960485,95.7295
NS(=O)(=O)c1cc(-c2nnc(/C=C/c3ccc(Br)cc3)o2)c(Cl)cc1SCc1ccccc1,35.99999999157566,36.065815
CCOc1nc(NC(=O)C(C)(C)NC(=O)c2ccc3c(C4CCCC4)c(-c4ncc(Cl)cn4)n(C)c3c2)cnc1/C=C/C(=O)O,138.00000000895565,135.98615
CC1=C2C[C@H]3[C@@H](CC[C@@H]4Cc5nn(C)cc5C[C@]34C)[C@@H]2CC[C@@]2(C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,34.99800000778863,35.748928
O=C(NCCc1nc(-c2cccc(F)c2)cs1)N1CCCC(F)C1,10.00200000225434,10.179032
CN(C)Cc1ccc(/C=C/c2n[nH]c3cc(/C=C4/C(=O)Nc5ccccc54)ccc23)cc1,40.002000014325624,40.036697
C[C@@H]1CN(c2ccc(C(N)=O)cc2C(F)(F)F)CCN1S(=O)(=O)c1ccc([C@](C)(O)C(F)(F)F)s1,10.00200000225434,10.084148
COc1ccc(-c2cc(-c3cccc(S(C)(=O)=O)c3)cnc2N)cn1,226.98000007924048,230.68167
Cc1cc(=O)oc2c3c(ccc12)OC(C)(C)[C@H](OC(=O)C12CCC(C)(C(=O)O1)C2(C)C)[C@@H]3OC(=O)C12CCC(C)(C(=O)O1)C2(C)C,3.400199999322031,3.4135046
